btr_pwr,btr_life,mhz,cores,frontcam,backcam,px_h,px_w,cm_h,cm_w,rom,ram,thick,weight,dual_sim,bt,touch,wifi,4g,3g,class
1831,18,2.3,7,3,14,437,1113,10,5,44,2460,0.2,148,0,1,0,0,1,1,2
1002,17,2.6,1,7,10,115,1111,18,15,27,1295,0.1,146,1,0,0,1,0,1,0
1010,12,2.0,5,2,3,547,957,15,11,8,2625,0.9,139,1,1,1,0,1,1,2
1117,2,0.5,2,2,19,495,1035,15,9,21,1999,0.1,177,1,1,0,1,0,1,1
990,6,2.7,2,3,7,1466,1717,11,8,15,2698,0.9,153,1,1,0,0,0,1,2
1564,13,1.4,6,5,16,117,1115,13,3,26,3742,0.1,129,0,0,1,0,1,1,3
1065,20,2.8,5,0,3,760,1722,16,13,21,1193,0.1,158,1,0,0,1,1,1,1
1982,15,1.1,7,12,16,764,1873,16,14,24,3511,0.1,129,0,0,1,1,0,1,3
1607,14,1.1,2,6,8,776,1005,11,1,20,885,1.0,192,1,0,1,0,1,1,0
1066,11,3.0,5,6,7,53,1504,8,7,5,1044,0.5,167,1,0,0,0,1,1,0
681,5,0.5,5,12,19,371,1702,6,1,17,2548,0.9,194,1,0,0,1,1,1,2
1163,15,2.1,2,0,1,728,818,13,0,19,2940,0.9,132,1,1,0,1,1,1,2
1285,2,0.8,5,4,7,1791,1896,17,15,11,3966,0.8,199,1,0,1,1,1,1,3
753,16,0.5,8,11,20,606,1316,11,10,48,3484,0.1,121,0,1,0,0,1,1,3
1779,20,2.6,1,2,3,1225,1717,12,2,5,1246,0.8,90,1,1,1,0,0,0,1
987,15,1.9,3,4,8,419,736,17,12,52,2757,0.5,83,0,1,1,0,1,1,2
511,4,0.9,3,15,18,367,1264,18,3,24,2378,0.6,136,1,0,0,0,1,1,1
1044,19,1.8,6,4,5,1230,1263,18,7,12,1794,0.7,104,0,0,1,1,1,1,1
1855,7,0.5,8,5,18,267,1161,7,0,32,3933,0.6,187,0,0,0,1,0,1,3
946,6,1.4,6,9,10,273,891,7,3,26,1637,0.1,186,0,1,0,1,0,1,0
657,11,1.9,8,2,8,705,1905,6,1,21,783,0.1,110,1,1,1,0,0,1,0
1673,20,1.6,5,2,6,214,679,12,4,42,3094,0.5,182,0,1,0,0,0,0,2
731,10,0.5,8,0,0,424,1032,12,8,28,1774,0.5,130,1,1,0,0,1,1,1
926,2,0.8,7,6,14,84,793,18,7,59,256,0.8,161,0,1,0,1,1,1,0
1261,16,0.5,2,3,9,605,1429,9,3,52,1365,0.3,86,0,0,0,1,1,1,1
618,10,1.1,3,11,20,1175,1586,19,2,45,2339,0.2,188,0,0,1,0,1,1,2
936,5,2.3,2,5,6,657,938,12,8,57,2049,0.2,129,0,1,1,0,1,1,1
1485,11,0.9,5,0,1,371,1023,14,11,28,3241,0.8,158,1,1,1,0,1,1,3
1339,3,0.5,4,10,11,833,1441,8,3,21,867,0.5,80,1,1,1,0,1,1,0
508,14,1.3,5,1,9,102,1195,14,4,50,2175,0.7,82,0,1,0,1,0,0,1
1938,18,0.5,2,5,9,1299,1935,18,10,44,3497,0.5,121,1,1,1,0,0,0,3
995,5,1.3,4,1,3,258,1889,11,3,10,609,0.1,104,1,0,0,1,0,1,0
1086,17,1.7,6,0,1,56,1150,11,5,43,3285,0.2,111,1,1,1,0,1,1,2
1322,6,2.3,1,1,3,443,708,15,8,35,3684,0.1,157,1,0,0,0,1,1,3
1864,8,1.9,6,2,6,1279,1793,19,9,57,3586,0.1,181,1,0,0,1,0,0,3
1944,7,0.5,4,1,9,313,712,19,8,26,2322,0.5,92,0,1,0,1,1,1,2
581,13,0.6,2,5,10,523,565,10,4,56,354,0.2,180,0,0,1,1,1,1,0
1020,9,0.7,4,3,4,919,1482,18,1,27,3204,0.7,128,1,1,0,1,1,1,3
1936,3,1.3,3,2,3,570,1021,17,7,44,1400,0.1,139,0,0,0,1,0,0,1
1329,9,1.7,8,5,6,380,682,11,10,23,2308,0.6,198,0,1,1,0,1,1,1
808,10,0.5,8,3,15,119,529,15,5,46,1082,0.5,105,1,1,0,1,0,1,0
994,11,1.2,2,4,17,296,839,17,7,40,3104,0.9,164,1,0,0,0,0,0,2
1811,4,2.0,2,3,8,358,614,9,2,22,2847,0.2,82,0,1,0,1,1,1,2
765,19,2.5,8,3,11,1364,1851,6,1,44,2256,0.3,88,0,1,1,1,0,0,2
993,6,2.3,7,0,13,424,1639,14,1,16,1113,0.4,106,1,1,0,1,0,0,0
1136,8,1.6,6,15,19,961,1030,10,3,32,3210,0.5,150,0,1,1,1,0,1,3
719,12,0.5,6,0,9,431,1727,14,9,23,3990,0.4,113,1,1,1,1,1,1,3
733,9,0.6,7,0,10,950,1739,17,4,63,984,0.3,105,1,1,0,1,0,1,0
1946,2,2.7,8,8,19,647,1849,6,0,8,3117,0.3,123,1,0,0,0,0,1,3
1230,16,1.6,7,0,2,1960,1963,18,17,48,1622,0.7,111,0,1,1,1,1,1,2
1577,7,1.0,3,0,7,116,1432,7,3,64,2967,0.1,105,1,0,1,1,1,1,3
1514,15,1.4,3,3,4,306,538,15,3,12,1037,0.6,138,0,1,0,1,1,1,0
579,11,2.5,8,3,10,808,1517,12,4,7,2908,1.0,89,0,1,0,1,0,0,2
574,19,3.0,2,1,3,94,1334,5,3,30,1167,0.9,126,0,1,0,0,1,1,0
1072,16,2.2,8,6,16,380,877,15,9,19,2715,0.4,114,1,1,1,0,0,0,2
843,14,1.3,7,1,4,593,732,17,8,16,1734,0.9,119,1,0,0,1,0,0,1
1492,19,1.5,3,5,7,1684,1746,14,12,11,2259,0.9,85,0,1,1,1,0,0,3
1807,17,2.9,3,0,0,1221,1415,8,5,16,2921,0.2,125,0,1,1,0,0,0,3
909,16,0.7,3,7,9,410,1643,14,10,47,1244,0.1,146,1,1,1,0,0,0,0
1876,2,1.3,3,9,19,600,1211,17,0,64,3132,1.0,98,1,0,1,1,1,1,3
1436,8,2.4,5,3,4,189,1411,8,4,23,2488,0.3,106,1,1,0,0,1,1,2
1251,11,0.5,6,10,16,308,591,11,9,29,1052,0.7,133,1,0,0,0,1,1,0
636,3,0.5,2,8,15,148,742,15,6,28,2927,0.9,152,0,0,0,0,1,1,2
1354,13,0.7,4,3,6,297,918,5,1,26,2090,0.5,136,1,1,1,0,1,1,1
930,6,0.5,4,3,16,1050,1726,7,2,34,2131,0.5,190,1,1,0,1,1,1,2
1830,11,1.0,1,7,11,1191,1882,13,10,47,3362,0.3,117,0,1,0,0,1,1,3
1424,16,0.5,4,16,18,1399,1663,14,11,23,1053,0.6,80,1,0,1,1,1,1,1
583,7,0.9,8,1,2,1658,1794,16,9,51,1799,0.9,88,1,1,1,0,0,0,1
648,13,0.5,5,9,20,1153,1817,5,0,54,3124,0.4,109,1,1,0,0,1,1,3
1203,19,0.5,2,0,12,35,510,17,13,11,1672,0.9,109,1,1,1,0,1,1,0
1777,10,2.2,4,0,7,553,874,10,8,15,1552,0.2,100,1,0,1,0,0,1,1
1299,5,2.8,6,0,6,46,908,19,8,64,1938,0.5,83,1,1,0,1,0,1,1
1494,14,1.9,2,2,9,207,1177,13,1,47,3202,0.4,129,0,0,0,0,1,1,3
527,13,0.7,1,4,11,67,1924,13,7,53,1302,0.9,128,1,0,0,0,0,0,0
793,5,2.8,4,1,2,818,1006,12,0,64,2296,0.4,179,1,1,1,0,1,1,1
873,7,0.5,7,6,9,1257,1411,15,8,8,575,0.6,152,1,1,0,1,0,1,0
722,3,1.1,6,12,20,138,1371,13,6,12,2359,1.0,93,0,0,0,0,0,0,1
1250,6,1.5,5,14,18,11,1020,6,5,20,3314,0.4,167,0,1,1,1,1,1,2
1358,13,1.7,3,0,1,889,1635,14,10,60,440,0.6,147,0,0,0,0,0,1,0
1035,5,1.9,6,8,10,831,1709,17,8,11,2002,1.0,173,1,1,1,0,0,1,1
1289,20,0.8,6,3,17,713,1854,14,8,16,3167,0.9,161,1,0,1,0,1,1,3
1445,17,2.2,2,2,6,527,1393,17,16,37,3480,0.4,82,1,0,1,1,0,1,3
1702,19,2.3,2,12,19,1284,1643,10,0,47,595,0.6,107,1,1,0,1,1,1,1
534,18,0.5,5,4,16,911,1220,5,3,2,2466,0.2,85,1,0,1,1,0,0,2
628,14,1.8,6,5,6,1047,1534,12,7,60,1337,0.2,87,0,1,1,0,0,0,1
713,13,1.4,1,4,17,123,1477,19,18,53,1462,0.8,98,1,0,0,1,0,1,0
1207,5,0.5,8,0,0,406,681,7,3,58,503,0.3,112,0,0,1,0,0,1,0
683,15,2.1,7,7,8,927,1135,9,0,30,2066,0.1,197,0,1,0,0,0,0,1
594,17,2.6,5,1,2,407,528,17,5,27,708,0.1,196,0,1,1,1,0,0,0
537,12,2.0,7,1,2,1041,1430,10,5,55,2029,0.3,103,0,1,1,1,1,1,1
1565,7,0.5,5,0,1,781,1364,19,17,38,308,0.1,121,0,1,1,1,0,1,0
1052,11,0.9,4,1,16,1191,1839,6,1,6,552,0.8,195,0,0,0,1,0,0,0
713,12,1.6,2,4,8,103,1760,15,10,63,2082,0.7,89,0,0,0,0,1,1,1
1766,17,0.5,5,1,7,125,1227,9,7,16,3314,0.6,141,1,1,0,1,0,0,3
584,17,1.7,4,1,4,919,1343,12,9,19,3996,0.4,199,1,1,1,1,1,1,3
1541,4,1.5,4,6,10,536,1656,7,3,5,1795,0.5,109,1,1,1,1,1,1,1
837,20,2.4,5,1,15,638,1831,16,6,51,594,0.2,104,1,0,0,1,0,1,0
935,9,0.5,5,3,12,639,1087,10,4,58,2473,0.1,155,1,1,0,1,1,1,2
665,15,0.7,5,0,2,496,1804,5,2,31,690,0.1,185,0,1,0,0,1,1,0
680,4,2.4,2,13,17,686,1418,15,1,34,3845,0.4,157,0,1,1,1,1,1,3
877,9,1.5,7,0,0,1064,1985,11,8,17,2004,0.1,195,1,0,1,1,1,1,1
1493,20,1.5,5,13,16,240,1414,19,15,53,2083,0.5,102,1,0,1,1,0,0,2
1762,4,0.6,6,3,14,525,704,9,7,26,2661,0.1,83,0,0,1,0,1,1,2
842,14,1.8,3,4,10,348,730,8,4,57,1903,1.0,124,1,1,1,0,0,0,1
925,5,2.1,1,9,14,1262,1520,8,0,56,2466,0.2,196,0,1,0,0,0,1,2
1692,7,2.1,1,4,17,1899,1904,9,3,2,3779,0.9,106,0,0,1,1,1,1,3
1576,7,2.2,3,8,17,258,789,5,1,5,3904,0.7,139,0,1,1,1,0,1,3
1065,12,1.7,6,4,8,1188,1948,8,0,48,265,0.3,162,1,0,0,0,1,1,0
958,19,1.6,1,9,12,730,751,10,4,60,1417,0.4,200,0,1,0,1,1,1,0
623,16,0.8,7,6,12,484,1238,10,1,26,1769,0.3,197,0,1,0,0,1,1,1
897,5,1.4,1,1,2,547,1852,12,3,17,2948,0.4,171,1,0,0,1,0,0,2
1110,16,1.5,3,4,16,800,1455,16,5,41,2572,0.1,152,0,0,0,1,1,1,2
616,19,2.2,7,3,4,347,513,17,9,21,3267,0.8,150,0,1,0,0,1,1,2
1680,2,1.2,4,6,7,679,1231,15,3,37,1459,0.7,168,1,1,1,0,1,1,1
1715,5,1.3,8,0,6,1224,1676,15,10,12,1633,0.3,94,0,0,1,1,1,1,2
983,6,0.6,4,0,11,948,1205,5,3,45,2052,0.1,130,1,0,0,1,1,1,1
720,3,0.9,4,12,14,366,1234,14,7,14,1086,0.8,165,1,1,1,0,1,1,0
1660,14,0.6,2,2,3,223,1777,12,10,24,2402,0.8,169,0,0,1,1,1,1,2
1564,7,1.5,2,1,2,1619,1962,7,0,42,3376,0.7,108,1,0,1,0,0,0,3
592,4,0.8,7,1,10,332,970,5,0,52,1507,0.9,103,1,0,0,1,0,0,0
969,8,1.8,3,2,7,167,909,9,1,44,641,0.6,158,1,0,0,1,1,1,0
1356,17,0.5,1,0,19,782,951,5,2,35,3451,0.8,131,1,1,1,1,0,1,3
504,10,1.0,7,8,9,881,1129,15,0,14,1607,0.5,189,0,1,1,1,0,1,0
1546,9,0.5,1,3,4,91,1317,15,11,6,3521,0.2,101,1,1,0,0,1,1,3
689,16,2.9,2,3,6,487,722,9,0,7,1241,0.8,147,1,0,0,0,1,1,0
1685,17,0.6,7,14,15,120,1429,6,3,16,881,0.6,137,0,0,1,1,0,0,0
1792,15,1.0,7,3,8,1626,1913,18,14,62,2563,0.3,170,0,1,0,1,1,1,3
1786,17,1.2,3,11,14,74,865,14,11,61,3033,0.1,123,0,0,1,0,0,0,3
1944,3,0.6,7,9,10,634,1079,19,13,59,769,0.2,132,1,0,0,1,1,1,0
1077,2,2.5,4,13,14,334,1079,17,11,49,3454,0.6,131,0,1,0,1,1,1,3
648,4,1.8,4,1,4,931,1811,10,3,60,819,0.1,195,0,1,0,0,1,1,0
1702,3,0.5,6,8,19,921,1351,12,9,2,435,0.6,185,1,1,1,1,0,0,0
1571,4,2.9,7,1,3,805,956,10,9,30,586,0.9,150,0,0,1,1,0,0,0
856,10,1.1,6,14,19,1057,1931,17,0,19,650,0.7,125,1,1,0,1,1,1,0
1786,14,2.6,4,6,15,616,912,18,0,14,3038,1.0,115,0,0,0,0,0,1,3
914,5,0.7,5,1,4,740,840,14,8,60,3736,0.9,198,0,1,0,0,1,1,3
1615,3,2.8,1,3,13,542,678,8,3,9,2948,0.9,117,0,1,1,0,0,1,2
649,2,1.4,7,4,12,344,1551,18,1,19,739,0.8,190,0,1,1,0,1,1,0
1646,11,2.5,2,3,5,211,1608,8,6,25,686,0.6,200,0,0,1,0,1,1,0
1189,11,1.9,2,5,20,79,615,13,10,7,841,0.5,164,0,1,1,0,0,0,0
1043,8,2.7,8,3,17,887,893,5,3,29,1183,0.2,83,0,0,0,0,0,1,0
1920,4,0.6,3,3,8,670,1152,13,0,19,3943,0.5,131,1,0,1,0,1,1,3
1220,15,2.8,7,1,20,383,1249,6,4,54,1037,0.7,109,0,1,0,0,0,1,0
1748,9,0.5,4,11,20,718,1109,16,0,53,2633,0.5,114,1,1,0,0,1,1,2
907,8,2.6,3,7,12,144,896,13,6,44,3911,0.2,160,1,1,0,0,0,0,3
1193,2,2.3,7,7,13,1442,1904,7,5,20,1958,1.0,158,0,1,0,0,0,1,2
1766,16,0.5,8,1,4,291,1318,7,5,22,3297,0.8,122,1,1,0,0,1,1,3
1278,11,1.0,3,7,16,1352,1775,6,2,24,3141,0.8,170,0,1,1,1,1,1,3
1234,19,1.7,6,8,15,209,725,12,9,17,3351,0.9,174,1,0,0,1,0,0,2
1961,6,1.5,7,10,20,861,1888,14,7,55,2355,0.5,100,0,1,1,1,0,1,3
1745,2,2.9,3,0,0,426,1629,5,0,3,1308,0.9,105,0,0,1,0,1,1,1
1442,7,0.6,5,1,8,266,642,14,8,27,991,0.4,127,1,0,0,0,0,1,0
1083,6,2.9,8,1,2,523,542,8,6,39,3248,1.0,173,1,1,0,1,1,1,2
868,2,0.9,4,5,7,40,1311,13,0,5,1519,0.4,137,0,1,0,1,0,0,0
864,10,1.6,6,0,1,262,1436,18,9,53,493,0.3,88,1,0,1,0,1,1,0
1142,14,1.2,6,0,0,623,769,7,0,2,1747,0.6,114,0,1,1,0,0,0,1
608,7,0.5,4,0,0,4,1351,16,8,64,2517,0.9,94,1,1,1,1,0,1,1
983,8,1.8,1,0,4,1001,1176,17,8,53,1389,0.9,187,0,0,1,1,1,1,1
1720,2,1.6,5,18,20,334,896,10,5,2,2522,0.8,188,0,0,0,1,1,1,2
1802,7,1.2,5,8,16,453,963,10,9,27,1885,0.5,116,1,1,1,0,0,1,2
591,4,2.1,7,18,20,952,1726,14,5,16,704,0.5,196,1,0,1,1,1,1,0
1205,20,2.7,6,5,10,321,1870,18,11,10,953,0.1,163,0,1,1,1,0,0,0
1369,4,1.7,1,3,18,1451,1469,16,15,28,3206,0.6,108,1,1,0,0,0,0,3
713,9,0.9,1,0,14,1048,1123,12,10,42,928,0.1,94,1,0,0,1,0,0,0
1082,17,2.3,4,11,20,398,724,12,2,2,2177,1.0,101,1,0,1,0,0,0,1
1719,11,2.1,3,0,1,417,520,10,1,52,2610,0.1,187,1,1,1,1,0,1,2
1544,2,2.4,7,18,20,470,844,9,4,12,489,0.1,186,0,0,0,1,1,1,0
1090,11,2.3,8,1,8,1217,1670,17,3,8,3839,0.6,128,0,1,0,1,1,1,3
1991,17,2.8,1,3,13,298,1037,8,5,15,1861,0.1,181,0,0,1,1,1,1,1
1367,10,2.9,2,4,6,36,642,6,2,56,299,0.8,176,0,0,1,0,0,0,0
1179,16,0.5,2,7,12,85,1451,16,5,32,340,0.3,182,0,1,0,0,1,1,0
721,5,2.7,5,1,18,655,1255,10,0,15,3606,0.2,102,1,1,1,1,1,1,3
1549,9,1.8,4,0,4,167,990,7,3,62,799,0.7,91,1,1,0,1,0,1,0
1349,10,2.1,6,3,12,212,623,11,7,46,2367,0.9,134,1,1,0,1,0,1,1
1799,10,1.0,3,1,9,617,1386,10,8,30,445,0.6,123,0,0,1,0,1,1,0
1075,7,0.5,1,2,16,271,1769,8,3,11,3927,0.2,122,1,0,0,0,0,1,3
684,12,0.9,5,3,9,159,1738,17,5,63,3756,1.0,157,1,1,1,1,1,1,3
1837,15,0.5,4,9,20,786,872,14,1,36,770,0.9,162,0,0,0,1,0,0,0
1619,13,1.9,1,2,9,46,562,7,2,21,1641,0.4,138,0,1,0,0,1,1,1
965,15,1.4,8,1,2,645,1275,17,12,13,2343,0.9,197,0,1,0,0,0,1,2
730,7,1.5,4,9,15,1371,1677,10,8,9,2787,0.7,122,0,0,0,1,0,1,2
1361,16,1.4,5,1,2,881,1382,8,7,47,2495,1.0,169,0,1,0,1,0,0,2
1494,4,1.6,5,3,4,449,790,11,9,45,3208,0.8,158,0,0,0,0,1,1,3
1027,14,0.8,7,7,11,338,534,7,4,18,1234,1.0,146,0,1,0,1,0,1,0
1807,7,0.8,8,0,0,1332,1814,7,6,38,1069,0.2,97,1,0,0,0,1,1,1
709,3,2.4,5,1,11,119,1531,16,14,11,3568,0.1,130,1,0,0,1,0,0,3
689,10,1.4,5,2,11,256,823,10,1,45,3585,0.5,103,0,0,0,0,0,1,3
955,18,0.5,4,2,10,428,1254,14,1,2,1974,0.6,155,0,1,1,0,0,1,1
1872,19,1.9,3,5,14,1546,1879,15,5,35,2419,0.6,111,0,1,0,0,0,0,3
1259,4,1.2,2,0,0,1210,1989,17,13,13,340,0.5,97,1,0,0,1,0,1,0
695,17,1.2,8,1,8,789,1211,5,2,41,2282,0.4,169,0,0,1,0,1,1,1
1969,10,1.2,4,9,11,390,756,10,1,63,298,0.2,132,1,0,1,0,0,1,0
759,2,2.5,2,3,8,110,1317,6,2,39,968,0.3,162,0,0,0,0,1,1,0
936,3,1.0,3,1,18,1330,1686,12,6,18,2391,0.2,153,0,0,1,1,0,1,2
1176,17,2.1,2,2,10,674,1455,6,2,62,1534,0.5,168,0,1,0,0,1,1,1
1802,3,2.7,7,0,9,253,590,14,7,10,696,0.6,101,1,0,1,0,1,1,0
772,17,1.0,7,0,11,317,1805,7,0,23,2782,0.6,97,1,0,0,0,1,1,2
1318,9,2.4,2,1,7,183,661,18,3,45,755,0.1,136,0,1,0,1,1,1,0
591,5,0.5,6,1,17,892,1603,5,0,16,3746,0.9,90,1,1,1,0,1,1,3
569,4,2.5,1,0,1,388,605,17,7,41,2651,0.3,124,1,1,0,0,0,0,1
764,12,1.0,8,9,11,52,539,19,1,45,1341,0.5,124,1,0,0,0,1,1,0
1056,3,2.1,3,8,11,914,979,15,5,37,2651,0.7,101,1,1,1,1,1,1,2
1982,14,1.6,5,2,20,287,593,13,3,12,1824,0.2,80,0,1,1,1,1,1,1
1830,19,0.5,6,5,6,773,1353,16,3,14,1905,0.8,160,0,1,1,1,0,1,2
1122,20,0.5,7,0,14,675,1163,9,3,40,1456,0.3,156,0,0,1,0,1,1,1
1023,7,0.7,7,2,8,367,1985,11,10,63,3155,0.7,153,0,1,1,1,1,1,3
1283,2,2.4,3,8,15,510,980,17,7,33,773,1.0,93,1,1,1,0,1,1,0
1602,13,1.6,7,0,7,1325,1800,18,17,35,1829,0.1,99,1,0,0,0,1,1,2
732,5,1.3,8,5,7,1661,1836,12,2,32,3883,0.4,163,0,1,0,1,1,1,3
1854,9,0.9,1,0,0,665,718,14,12,33,1675,0.4,195,1,0,0,1,1,1,1
718,12,1.6,3,1,12,662,997,10,9,30,1601,0.4,93,1,1,1,1,1,1,1
897,7,2.0,8,3,10,0,994,7,5,2,1958,0.6,154,0,1,1,0,1,1,1
1405,11,1.7,4,0,7,284,1036,19,6,8,2376,0.3,107,0,0,1,0,0,0,2
798,3,0.6,2,6,12,661,1951,12,2,21,1647,0.5,110,1,0,0,0,1,1,1
1035,5,2.7,5,1,15,757,1912,14,4,40,3548,0.2,157,0,1,1,1,0,0,3
1396,19,0.6,4,0,15,560,1177,18,3,37,2694,0.7,134,0,1,0,1,0,0,2
1749,4,0.5,1,7,8,470,775,5,4,49,2195,0.8,178,1,1,0,1,1,1,2
1588,11,2.5,5,12,20,146,822,5,3,4,2506,0.3,148,0,1,0,0,1,1,2
1600,4,0.5,4,1,16,1315,1710,9,5,16,2073,0.3,94,0,0,1,0,1,1,2
1522,16,2.2,6,4,11,533,1696,15,9,21,3767,0.7,162,0,0,0,1,0,0,3
1279,7,2.5,6,5,6,560,1633,7,2,7,1150,0.5,105,0,1,0,0,1,1,1
719,2,2.9,6,7,8,405,1141,9,1,6,841,0.7,102,0,0,0,0,0,1,0
544,17,0.5,5,2,15,227,610,13,4,7,1675,0.2,129,1,1,1,0,1,1,0
1007,12,2.9,8,5,12,479,831,8,6,21,1301,0.8,185,1,1,1,0,1,1,0
590,6,1.2,6,0,1,227,509,10,0,32,1817,0.4,141,1,1,1,0,0,0,0
1788,20,0.5,6,0,16,149,1022,7,5,6,2321,0.2,141,0,0,1,0,1,1,2
748,13,1.4,7,0,14,88,709,17,5,25,1974,1.0,110,0,0,1,1,0,0,1
757,10,0.9,7,4,5,114,819,6,5,64,3433,0.5,157,1,1,1,0,0,1,2
1561,3,1.6,3,1,10,662,874,12,7,27,1205,0.8,174,1,1,1,0,1,1,1
1327,4,2.8,7,10,16,441,1721,7,5,23,872,0.5,89,0,0,1,1,0,1,0
797,14,1.5,8,4,20,888,1466,9,3,18,2052,0.6,81,1,1,1,1,0,1,1
727,16,2.5,1,0,9,664,711,9,1,64,3654,0.2,193,1,1,1,0,1,1,3
686,13,2.7,4,0,1,64,745,10,0,36,1503,0.1,194,1,1,0,0,0,0,0
1515,20,2.1,5,4,6,747,1247,6,5,24,3104,0.9,176,1,1,0,0,1,1,3
555,3,0.5,5,2,12,956,1010,19,14,17,343,0.2,163,1,1,1,1,0,0,0
1589,19,0.6,5,0,2,776,1397,7,5,5,3430,0.8,112,0,0,1,1,0,1,3
1976,3,2.6,4,6,19,652,1933,11,1,45,2470,1.0,136,1,1,0,0,0,0,3
1884,9,1.0,6,3,4,1168,1179,15,8,24,1396,0.5,149,1,0,1,1,0,1,1
1063,19,2.0,6,0,7,201,582,12,5,27,2668,0.2,86,0,0,0,0,0,0,2
672,20,0.6,5,13,20,724,1127,14,10,61,1457,0.1,194,1,1,0,1,0,1,0
635,8,0.5,7,9,17,599,1299,19,17,16,2452,1.0,110,0,1,0,0,0,1,2
1906,4,1.9,3,3,4,3,629,13,5,55,1871,0.2,113,1,1,0,1,0,1,1
1753,15,0.7,4,4,11,1652,1983,8,2,40,1112,0.6,191,0,0,1,1,0,1,1
659,14,1.4,8,2,6,190,657,10,1,3,967,0.1,85,1,0,0,1,1,1,0
1583,8,1.2,2,0,4,1171,1673,13,6,14,2498,0.2,148,1,0,0,1,0,0,2
1783,3,2.9,6,2,8,1081,1979,14,5,42,387,0.7,104,1,0,1,0,0,0,1
1667,15,1.0,2,0,0,1211,1396,17,7,21,635,0.9,138,1,0,0,0,1,1,0
640,8,1.3,8,5,20,976,1353,15,7,6,2711,0.6,143,1,0,1,0,1,1,2
1913,8,1.8,5,0,4,675,742,17,13,29,2023,0.6,111,0,1,1,0,0,1,2
538,17,1.1,7,0,7,455,537,9,3,25,2215,0.3,163,1,0,1,1,1,1,1
1191,7,0.8,6,6,9,42,807,19,18,46,824,0.8,89,0,0,0,0,1,1,0
816,14,3.0,1,2,3,1196,1651,10,3,9,3851,0.1,117,1,0,0,1,0,1,3
915,13,0.5,2,9,16,503,986,7,3,33,2156,0.3,199,1,1,1,0,1,1,1
1157,2,0.8,8,7,8,1694,1798,8,4,27,2885,0.1,88,0,1,0,1,0,1,3
1201,14,0.5,7,2,7,306,558,15,6,10,495,1.0,99,0,1,1,1,0,1,0
1379,15,1.1,2,1,16,838,885,10,5,18,2358,0.2,129,1,0,1,0,1,1,2
1483,10,2.2,5,3,11,291,651,6,3,53,1744,0.7,169,0,1,0,0,1,1,1
1614,11,1.2,3,1,2,173,1219,15,8,9,1832,0.1,161,0,0,0,0,1,1,1
930,16,1.0,8,4,10,1017,1289,13,10,4,2016,0.9,144,1,1,1,1,1,1,1
1454,2,2.6,3,8,20,698,1018,10,0,6,1300,0.4,199,0,0,0,1,0,0,1
1784,11,1.6,6,4,20,610,1437,14,1,41,2313,0.4,164,0,0,1,0,0,0,2
1262,4,1.8,5,12,16,223,737,13,3,34,3248,0.1,149,1,0,1,1,0,0,2
797,6,2.2,7,0,2,206,1167,9,5,37,2216,0.9,144,1,0,0,0,0,1,1
1829,5,2.1,5,8,15,1457,1919,16,6,59,3142,0.1,91,0,1,1,1,0,1,3
1139,8,0.9,2,6,11,742,999,9,4,58,1850,0.5,161,1,1,0,0,1,1,1
618,7,1.0,4,9,15,591,724,15,12,13,1424,0.1,80,0,1,1,0,1,1,0
1547,19,2.9,1,2,3,347,957,9,2,57,1620,0.4,114,0,1,1,1,0,0,1
586,3,2.8,3,2,11,241,854,12,8,15,2592,0.2,83,0,0,0,0,0,0,1
1617,7,2.4,1,8,9,743,1426,5,3,36,296,0.8,85,0,1,0,0,1,1,0
1882,20,2.0,8,11,19,4,743,19,8,44,3579,0.8,113,0,0,1,0,1,1,3
674,4,2.9,3,1,4,576,1809,6,3,21,1180,0.2,198,1,1,1,1,0,1,0
1467,5,0.5,5,0,0,888,1099,15,11,18,3962,0.6,122,0,1,1,1,0,1,3
858,3,2.2,1,1,2,528,1416,17,16,50,3978,0.1,84,0,0,1,0,0,1,3
794,19,0.5,6,0,14,1222,1890,13,4,2,668,0.8,106,1,1,1,0,1,1,0
1965,16,2.6,4,0,3,915,1965,11,10,39,2032,0.2,187,1,1,1,1,0,1,2
1911,5,0.9,8,1,3,868,1632,9,1,36,3057,0.7,108,1,0,1,0,1,1,3
1512,19,0.9,5,4,5,336,670,18,10,46,869,0.1,145,0,0,1,1,1,1,0
510,2,2.0,6,5,16,483,754,19,4,45,3919,0.9,168,1,1,1,1,1,1,3
